#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
   72504; 72567;14 50 15.72;+23 54 42.4; 5.86; 0.576
   72508; 72571;14 50 17.47;-27 57 36.8; 4.42; 1.366
   72510; 72573;14 50 19.63;+82 30 45.0; 5.63; 0.671
   72519; 72582;14 50 29.80;+37 16 18.5; 5.47; 1.030
   72541; 72603;14 50 41.26;-15 59 49.5; 5.15; 0.401
   72544; 72607;14 50 42.40;+74 09 19.7; 2.07; 1.465
   72560; 72622;14 50 52.78;-16 02 29.8; 2.75; 0.147
   72568; 72631;14 51 01.02;-02 17 55.9; 4.93; 0.988
   72596; 72659;14 51 23.28;+19 06 02.3; 4.54; 0.720
   72601; 72664;14 51 26.57;+59 17 37.1; 5.48; 1.369
   72620; 72683;14 51 38.32;-43 34 31.1; 4.32;-0.154
   72710; 72773;14 52 35.27;-63 48 35.3; 5.91; 0.660
   72737; 72800;14 52 51.09;-37 48 11.2; 5.02;-0.155
   72770; 72833;14 53 13.54;-73 11 24.6; 5.59; 0.820
   72786; 72848;14 53 24.04;+19 09 08.2; 6.00; 0.841
   72867; 72929;14 54 20.14;-24 38 31.7; 5.27; 1.336
   72872; 72934;14 54 22.91;-11 53 54.0; 5.78; 0.982
   72897; 72959;14 54 37.92;-33 18 02.0; 5.85; 1.429
   72974; 73036;14 55 34.71;-60 06 50.0; 5.18; 1.161
   72987; 73049;14 55 44.69;-33 51 20.8; 5.32; 0.046
   73025; 73087;14 56 13.24;+14 26 46.6; 5.90;-0.031
   73033; 73095;14 56 17.23;-52 48 34.4; 5.38; 0.142
   73038; 73100;14 56 22.94;+49 37 44.4; 5.63; 0.533
   73049; 73111;14 56 32.08;-47 52 44.9; 5.62;-0.035
   73066; 73129;14 56 44.00;-62 46 51.6; 5.08;-0.023
   73071; 73133;14 56 46.11;-11 24 35.0; 5.48; 1.491
   73103; 73165;14 57 11.06;-04 20 45.9; 4.47; 0.318
   73104; 73166;14 57 11.68;+16 23 17.3; 5.72; 0.951
   73122; 73184;14 57 27.35;-21 24 40.6; 5.72; 1.024
   73131; 73193;14 57 33.22;-00 10 03.2; 5.51; 1.131
   73137; 73199;14 57 35.12;+65 55 56.6; 4.63; 1.590
   73161; 73223;14 57 53.16;-76 39 45.4; 5.37; 1.442
   73211; 73273;14 58 31.95;-43 08 01.9; 2.68;-0.184
   73221; 73284;14 58 39.29;-27 39 26.3; 5.65; 0.262
   73248; 73310;14 58 53.64;-11 08 37.9; 5.88; 1.274
   73272; 73334;14 59 09.70;-42 06 14.9; 3.13;-0.208
   73288; 73350;14 59 23.11;+04 34 04.0; 5.91; 1.615
   73307; 73369;14 59 36.97;+39 15 54.8; 5.64; 0.336
   73353; 73415;15 00 11.34;-77 09 37.9; 5.92; 1.052
   73411; 73473;15 00 58.39;-08 31 08.2; 4.91; 0.000
   73430; 73493;15 01 13.07;-38 03 29.9; 5.88; 1.246
   73435; 73497;15 01 19.81;-02 45 17.5; 5.52; 1.692
   73445; 73507;15 01 27.11;+60 12 15.9; 5.91; 0.107
   73474; 73536;15 01 48.92;-00 08 24.9; 5.71; 1.509
   73478; 73540;15 01 50.70;-83 13 40.0; 5.65; 0.962
   73493; 73555;15 01 56.79;+40 23 26.3; 3.49; 0.956
   73504; 73566;15 02 06.38;-28 03 37.9; 5.83; 0.164
   73506; 73568;15 02 06.51;+25 00 29.7; 4.80; 1.506
   73558; 73620;15 02 54.07;+02 05 28.6; 4.39; 1.026
   73562; 73624;15 02 59.29;-32 38 35.7; 5.45;-0.127
   73572; 73634;15 03 06.08;+35 12 20.8; 5.52; 1.023
   73633; 73695;15 03 47.68;+47 39 14.5; 4.83; 0.647
   73652; 73714;15 04 04.26;-25 16 54.7; 3.25; 1.674
   73683; 73745;15 04 26.86;+26 56 51.6; 4.52; 1.240
   73710; 73771;15 04 46.96;-83 02 17.8; 5.65; 1.273
   73714; 73776;15 04 48.05;-64 01 52.9; 5.16; 0.935
   73745; 73807;15 05 07.11;-47 03 04.3; 3.91;-0.144
   73764; 73826;15 05 19.15;-41 04 02.0; 5.13; 1.011
   73779; 73841;15 05 25.89;+48 09 03.2; 5.59;-0.005
   73847; 73909;15 06 16.67;+54 33 22.6; 5.24; 0.958
   73875; 73937;15 06 33.21;-30 55 06.3; 5.97;-0.076
   73883; 73945;15 06 37.62;-16 15 24.3; 5.19; 1.589
   73934; 73996;15 07 17.95;+24 52 10.5; 4.93; 0.429
   73944; 74006;15 07 25.93;-49 05 19.1; 5.77; 0.920
   74004; 74066;15 08 12.15;-40 35 01.9; 5.75;-0.113
   74025; 74087;15 08 23.78;+26 18 04.3; 5.67; 1.240
   74034; 74096;15 08 35.56;+25 06 31.1; 5.82; 1.233
   74038; 74100;15 08 39.21;-42 52 04.3; 5.85;-0.123
   74055; 74117;15 08 50.63;-45 16 47.3; 4.07;-0.162
   74122; 74184;15 09 29.92;-67 05 02.9; 5.76; 0.675
   74162; 74224;15 10 07.34;-38 47 32.9; 5.98; 0.867
   74177; 74239;15 10 18.65;-26 19 57.4; 5.75; 1.045
   74234; 74296;15 11 08.79;-84 47 16.2; 5.88;-0.031
   74244; 74305;15 11 15.98;-55 20 45.7; 5.45; 1.118
   74314; 74376;15 11 56.16;-48 44 15.7; 3.88;-0.029
   74319; 74380;15 11 57.77;-48 44 36.9; 5.70; 0.144
   74324; 74386;15 12 04.27;+18 58 33.6; 5.90; 1.414
   74330; 74392;15 12 13.31;-19 47 29.9; 4.54;-0.071
   74333; 74395;15 12 17.20;-52 05 56.7; 3.41; 0.918
   74387; 74449;15 12 49.60;-44 30 01.3; 4.83;-0.177
   74477; 74539;15 13 53.32;-26 11 36.8; 5.84; 1.139
   74499; 74561;15 14 06.01;+31 47 16.5; 5.98; 1.552
   74520; 74582;15 14 19.17;-70 04 46.0; 5.75; 3.271
   74534; 74596;15 14 29.21;+29 09 51.2; 5.28; 0.062
   74542; 74604;15 14 37.33;-31 31 08.9; 4.91; 0.374
   74543; 74605;15 14 38.00;+67 20 51.6; 5.15; 0.550
   74587; 74649;15 15 11.37;+04 56 21.7; 5.32; 1.092
   74604; 74666;15 15 30.10;+33 18 54.4; 3.46; 0.961
   74627; 74689;15 15 49.14;+00 22 19.6; 5.62; 0.181
   74634; 74696;15 15 53.66;-48 04 25.1; 5.96; 0.210
   74645; 74707;15 16 04.03;-41 29 28.1; 5.15; 0.564
   74669; 74732;15 16 23.03;-22 23 57.9; 5.52; 1.357
   74687; 74750;15 16 36.69;-60 54 14.4; 5.74;-0.057
   74715; 74778;15 16 56.90;-60 57 26.1; 5.04;-0.077
   74722; 74785;15 17 00.47;-09 22 58.3; 2.61;-0.071
   74730; 74793;15 17 05.88;+71 49 26.0; 5.02; 1.369
   74761; 74824;15 17 30.96;-58 48 03.2; 4.07; 0.088
   74774; 74837;15 17 38.89;-63 36 37.8; 4.85; 1.260
   74794; 74857;15 17 49.84;-30 08 55.2; 4.35; 1.100
   74833; 74896;15 18 24.51;+20 34 22.1; 5.68; 0.972
   74838; 74901;15 18 26.13;-00 27 40.5; 5.88; 1.507
   74848; 74911;15 18 32.05;-47 52 30.7; 4.27;-0.086
   74878; 74941;15 18 49.15;-60 29 46.8; 5.43;-0.089
   74883; 74946;15 18 54.69;-68 40 46.1; 2.87; 0.014
   74887; 74950;15 18 56.39;-40 47 17.4; 5.59;-0.099
   74912; 74975;15 19 18.58;+01 46 00.0; 5.04; 0.540
   74980; 75043;15 20 05.14;+51 57 30.6; 5.65; 0.122
   74986; 75049;15 20 08.64;+29 36 58.7; 5.51; 1.015
   75034; 75097;15 20 43.75;+71 50 02.3; 3.00; 0.058
   75056; 75119;15 21 02.02;+00 42 56.1; 5.35; 1.191
   75064; 75127;15 21 07.64;-05 49 29.4; 5.54; 1.047
   75078; 75141;15 21 22.34;-40 38 50.9; 3.22;-0.227
   75114; 75177;15 21 48.44;-36 15 40.2; 3.57; 1.534
   75115; 75178;15 21 48.61;+32 56 01.2; 5.38;-0.051
   75118; 75181;15 21 49.57;-48 19 01.1; 5.65; 0.639
   75143; 75206;15 22 08.39;-47 55 38.9; 4.99; 0.515
   75193; 75256;15 22 37.25;+62 02 49.8; 5.99;-0.033
   75194; 75257;15 22 37.37;+39 34 53.4; 5.56; 1.626
   75197; 75260;15 22 38.43;+63 20 30.0; 5.72; 1.315
   75201; 75264;15 22 40.89;-44 41 22.5; 3.37;-0.191
   75241; 75304;15 23 09.36;-36 51 30.4; 4.54;-0.155
   75245; 75308;15 23 10.60;-60 39 25.6; 5.65; 0.489
   75249; 75312;15 23 12.23;+30 17 17.7; 4.99; 0.577
   75260; 75323;15 23 22.66;-59 19 14.5; 4.48; 0.169
   75289; 75352;15 23 52.26;-12 22 09.9; 5.72; 1.039
   75316; 75379;15 24 11.93;-10 19 18.8; 4.92; 0.453
   75348; 75411;15 24 29.54;+37 22 37.1; 4.31; 0.309
   75375; 75439;15 24 45.03;-39 42 36.5; 5.36;-0.093
   75395; 75458;15 24 55.78;+58 57 57.7; 3.29; 1.166
   75438; 75501;15 25 20.25;-38 44 00.9; 4.60; 0.000
   75467; 75530;15 25 47.41;+15 25 41.0; 5.16; 1.650
   75502; 75565;15 26 14.53;-68 18 33.1; 5.89; 1.000
   75509; 75572;15 26 17.46;+34 20 09.1; 5.46; 1.410
   75584; 75647;15 27 18.14;-36 46 03.0; 5.46;-0.150
   75602; 75665;15 27 33.10;-64 31 53.2; 5.71; 1.646
   75632; 75695;15 27 49.85;+29 06 19.8; 3.66; 0.319
   75633; 75696;15 27 51.44;+60 40 12.8; 5.90; 1.441
   75667; 75730;15 28 15.40;-16 42 59.1; 5.64; 1.545
   75698; 75761;15 28 38.29;+01 50 31.8; 5.15; 0.245
   75765; 75828;15 29 24.28;-46 43 57.7; 5.26; 1.731
   75881; 75944;15 30 40.39;-16 36 34.0; 5.82; 1.056
   75910; 75973;15 30 55.75;+40 49 59.0; 5.04; 1.589
   75911; 75974;15 30 55.91;+64 12 30.6; 5.74; 0.976
   75945; 76008;15 31 25.05;+77 20 57.6; 5.00; 1.545
   75950; 76013;15 31 30.82;-73 23 22.4; 5.40;-0.146
   75979; 76041;15 31 46.99;+40 53 57.7; 4.98; 0.086
   76043; 76106;15 32 36.71;-19 40 13.3; 5.50; 0.197
   76063; 76126;15 32 55.23;-16 51 10.1; 5.53;-0.148
   76064; 76127;15 32 55.80;+31 21 33.0; 4.14;-0.127
   76070; 76133;15 32 57.95;-01 11 10.7; 5.50; 1.092
   76144; 76207;15 34 01.74;-40 03 58.9; 5.82; 1.695
   76156; 76219;15 34 10.52;-10 03 50.3; 4.61; 1.000
   76180; 76243;15 34 26.53;-09 11 00.1; 5.16;-0.090
   76196; 76259;15 34 37.31;-28 02 48.9; 5.13; 1.306
   76204; 76267;15 34 41.19;+26 42 53.7; 2.22; 0.032
   76213; 76276;15 34 48.19;+10 32 19.9; 3.80; 0.268
   76234; 76297;15 35 08.46;-41 10 00.1; 2.80;-0.216
   76244; 76307;15 35 14.90;+39 00 36.2; 5.14; 1.650
   76248; 76311;15 35 16.22;+53 55 19.7; 5.97; 1.184
   76270; 76333;15 35 31.54;-14 47 22.4; 3.91; 1.007
   76307; 76371;15 35 53.27;-44 57 30.0; 4.55;-0.175
   76312; 76376;15 35 57.08;+54 37 50.0; 5.77; 0.051
   76333; 76397;15 36 12.14;-44 23 48.1; 5.44; 1.497
   76360; 76424;15 36 29.20;+16 07 08.8; 5.93; 0.354
   76361; 76425;15 36 29.55;+10 00 37.6; 5.26; 0.925
   76376; 76440;15 36 43.19;-66 19 00.9; 4.11; 1.161
   76406; 76470;15 37 01.46;-28 08 06.3; 3.60; 1.361
   76445; 76509;15 37 32.04;+54 30 31.6; 5.85; 1.098
   76455; 76519;15 37 39.21;+69 16 59.6; 5.65; 1.371
   76468; 76532;15 37 48.06;-23 08 29.5; 5.79; 1.074
   76470; 76534;15 37 49.55;+40 21 11.8; 5.25; 0.886
   76488; 76552;15 38 03.32;-42 34 02.9; 4.34; 1.412
   76504; 76568;15 38 16.14;+46 47 52.8; 5.76; 0.353
   76505; 76569;15 38 16.24;-21 00 58.2; 5.82; 1.077
   76530; 76594;15 38 34.20;+50 25 24.1; 5.84; 0.847
   76536; 76600;15 38 39.38;-29 46 39.7; 3.66;-0.177
   76554; 76618;15 38 49.50;-52 22 21.4; 5.43; 0.005
   76563; 76628;15 38 54.51;-19 18 06.2; 5.36; 0.883
   76605; 76669;15 39 22.68;+36 38 09.0; 4.64;-0.103
   76641; 76705;15 39 45.97;-34 24 42.8; 4.66; 0.964
   76652; 76716;15 39 56.69;-59 54 28.1; 5.95; 0.505
   76678; 76742;15 40 16.91;-23 49 05.0; 4.97; 1.302
   76686; 76750;15 40 21.36;-73 26 47.9; 5.64;-0.040
   76746; 76810;15 40 59.09;+16 01 28.7; 6.00; 0.908
   76765; 76829;15 41 11.52;-44 39 38.0; 4.64; 0.413
   76788; 76852;15 41 33.09;+19 40 13.8; 4.51; 0.062
   76802; 76866;15 41 47.39;+12 50 51.1; 5.34; 0.033
   76813; 76877;15 41 54.70;-76 04 54.7; 5.95;-0.034
   76814; 76878;15 41 54.76;+18 27 50.0; 5.80; 0.207
   76816; 76880;15 41 56.82;-19 40 42.9; 4.75; 1.574
   76874; 76939;15 42 38.35;-37 25 29.6; 5.23; 0.987
   76881; 76945;15 42 41.04;-34 42 37.2; 4.75;-0.151
   76888; 76952;15 42 44.64;+26 17 43.9; 3.81; 0.020
   76893; 76957;15 42 50.82;+52 21 39.0; 5.48;-0.042
   76932; 76996;15 43 16.10;-84 27 55.8; 5.57; 0.118
   76984; 77048;15 43 59.32;+32 30 57.0; 5.57; 1.076
   76988; 77052;15 44 01.85;+02 30 55.9; 5.86; 0.684
   76991; 77055;15 44 03.46;+77 47 40.2; 4.29; 0.038
   76996; 77060;15 44 04.42;-15 40 21.6; 5.41; 0.238
   77007; 77070;15 44 16.00;+06 25 31.9; 2.63; 1.167
   77022; 77086;15 44 22.69;-41 49 08.5; 5.93;-0.007
   77099; 77163;15 45 23.47;+05 26 50.4; 5.57; 0.035
   77163; 77227;15 46 05.65;-01 48 14.8; 5.39;-0.035
   77169; 77233;15 46 11.21;+15 25 18.9; 3.65; 0.073
   77194; 77257;15 46 26.75;+07 21 11.7; 4.42; 0.604
   77208; 77272;15 46 34.88;+55 28 28.6; 5.94; 1.404
   77213; 77277;15 46 39.95;+62 35 58.9; 5.19; 0.062
   77222; 77286;15 46 44.23;-34 40 56.6; 5.61;-0.117
   77272; 77336;15 47 17.35;+14 06 55.0; 5.71; 0.094
   77307; 77370;15 47 37.91;+55 22 35.8; 5.85; 0.249
   77326; 77390;15 47 53.10;-65 26 31.9; 5.54; 0.231
   77348; 77412;15 48 13.31;+13 47 21.6; 5.98; 1.272
   77378; 77442;15 48 34.42;+28 09 24.4; 5.89; 0.608
   77386; 77450;15 48 44.41;+18 08 30.4; 4.09; 1.616
   77400; 77464;15 48 56.81;-03 49 06.7; 5.53; 0.120
   77448; 77512;15 49 35.70;+26 04 06.8; 4.59; 0.794
   77452; 77516;15 49 37.27;-03 25 48.5; 3.54;-0.036
   77477; 77541;15 49 57.52;-48 54 44.6; 5.86; 0.068
   77498; 77562;15 50 07.11;-53 12 34.8; 5.78;-0.076
   77514; 77578;15 50 17.53;+02 11 47.8; 5.21; 1.019
   77558; 77622;15 50 48.89;+04 28 39.3; 3.71; 0.147
   77570; 77634;15 50 57.54;-33 37 37.6; 3.97;-0.045
   77571; 77635;15 50 58.75;-25 45 04.4; 4.63;-0.072
   77581; 77645;15 51 06.81;-55 03 19.9; 5.74; 0.017
   77592; 77655;15 51 13.94;+35 39 29.6; 4.79; 0.996
   77596; 77660;15 51 15.65;-03 05 25.5; 5.09; 0.135
   77598; 77661;15 51 15.94;+20 58 40.4; 4.74; 1.534
   77614; 77678;15 51 31.52;-47 03 38.6; 6.00; 1.152
   77674; 77738;15 52 16.58;+55 49 35.7; 5.81; 0.972
   77696; 77760;15 52 40.19;+42 27 00.0; 4.60; 0.563
   77747; 77811;15 53 20.06;-20 10 01.2; 5.04;-0.014
   77776; 77840;15 53 36.73;-25 19 37.5; 4.59;-0.073
   77789; 77853;15 53 49.48;-16 43 46.6; 4.13; 1.003
   77794; 77858;15 53 53.92;-24 31 59.1; 5.38;-0.011
   77795; 77859;15 53 55.87;-23 58 40.9; 5.41;-0.033
   77838; 77902;15 54 34.66;+20 18 39.1; 5.45; 1.588
   77843; 77907;15 54 37.88;+43 08 18.3; 5.35; 1.645
   77845; 77909;15 54 39.54;-25 14 37.2; 5.87;-0.065
   77875; 77939;15 55 00.37;-19 22 58.4; 5.95;-0.013
   77888; 77952;15 55 08.81;-63 25 47.1; 2.83; 0.315
   77918; 77982;15 55 29.61;-68 36 10.8; 5.11; 1.108
   77920; 77984;15 55 30.10;-26 15 57.3; 5.63; 0.141
   77922; 77986;15 55 30.61;+42 33 58.1; 5.73;-0.102
   77926; 77990;15 55 32.42;-60 10 38.9; 5.78; 0.355
   77948; 78012;15 55 47.57;+37 56 48.3; 5.43; 0.352
   77980; 78045;15 56 05.96;-60 28 56.3; 5.76; 0.087
   78008; 78072;15 56 26.99;+15 39 53.0; 3.85; 0.478
   78040; 78104;15 56 53.09;-29 12 50.4; 3.87;-0.199
   78041; 78105;15 56 53.48;-33 57 57.7; 5.14; 0.129
   78042; 78106;15 56 54.11;-33 57 51.0; 5.59; 0.072
   78068; 78132;15 57 14.64;+14 24 51.4; 5.54; 1.141
   78078; 78142;15 57 21.33;-36 11 07.1; 5.78; 1.095
   78095; 78159;15 57 35.30;+26 52 40.9; 4.14; 1.231
   78104; 78168;15 57 40.47;-20 58 58.9; 5.84; 0.012
   78116; 78180;15 57 47.59;+54 44 58.2; 4.96; 0.269
   78143; 78207;15 58 11.38;-14 16 45.5; 4.95;-0.080
   78182; 78246;15 58 34.87;-24 49 53.1; 5.43;-0.092
   78201; 78265;15 58 51.12;-26 06 50.6; 2.89;-0.180
   78212; 78276;15 58 57.70;+36 38 37.3; 5.61; 1.529
   78215; 78279;15 58 58.16;-65 02 15.2; 5.74;-0.066
   78259; 78323;15 59 30.30;-41 44 39.8; 4.99; 0.988
   78320; 78384;16 00 07.34;-38 23 47.9; 3.42;-0.206
   78336; 78400;16 00 19.98;-16 31 56.6; 5.47; 0.517
   78337; 78401;16 00 20.01;-22 37 17.8; 2.29;-0.117
   78372; 78436;16 00 47.64;-08 24 40.8; 5.53; 0.043
   78378; 78442;16 00 51.16;+04 25 37.8; 5.82; 1.003
   78396; 78459;16 01 02.80;+33 18 19.4; 5.39; 0.612
   78417; 78481;16 01 14.35;+17 49 04.9; 5.10; 0.992
   78429; 78493;16 01 26.59;+29 51 03.9; 4.98;-0.050
   78463; 78527;16 01 53.70;+58 33 52.0; 4.01; 0.528
   78478; 78542;16 02 05.56;+52 54 57.6; 5.93; 1.498
   78490; 78554;16 02 17.69;+22 48 15.8; 4.82; 0.066
   78528; 78592;16 02 47.85;+46 02 12.7; 4.72;-0.094
   78574; 78639;16 03 12.86;-49 13 47.0; 4.65; 0.902
   78584; 78649;16 03 19.36;+36 37 54.6; 5.79; 0.586
   78585; 78650;16 03 20.67;-25 51 54.5; 4.96; 1.234
   78590; 78655;16 03 24.20;-38 36 08.9; 4.90;-0.146
   78596; 78661;16 03 31.40;+76 47 38.0; 5.73; 0.051
   78597; 78662;16 03 32.22;-57 46 29.5; 4.63; 0.252
   78600; 78665;16 03 34.38;-32 00 01.7; 6.00; 0.470
   78666; 78727;16 04 21.63;-11 22 24.8; 4.16; 0.460
   78682; 78747;16 04 36.91;-37 51 45.6; 5.91; 0.409
   78755; 78820;16 05 26.23;-19 48 19.4; 2.56;-0.065
   78756; 78821;16 05 26.58;-19 48 06.6; 4.90;-0.024
   78803; 78868;16 05 55.88;-72 24 03.9; 5.70; 1.169
   78812; 78877;16 06 06.38;-23 36 22.5; 5.90;-0.071
   78828; 78893;16 06 19.73;+67 48 35.9; 5.44;-0.019
   78848; 78914;16 06 29.42;-45 10 23.8; 4.73; 0.230
   78853; 78918;16 06 35.56;-36 48 08.0; 4.22;-0.184
   78868; 78933;16 06 48.43;-20 40 08.9; 3.93;-0.046
   78905; 78970;16 07 16.17;-36 45 19.9; 5.72; 0.298
   78925; 78990;16 07 24.30;-20 52 07.2; 4.31; 0.831
   78941; 79005;16 07 36.44;-12 44 43.2; 5.75; 0.018
   78942; 79007;16 07 37.55;+09 53 30.3; 5.63; 0.200
   78979; 79043;16 08 04.55;+17 02 49.2; 5.00; 0.931
   78985; 79050;16 08 07.52;-26 19 36.0; 5.35; 1.643
   79007; 79072;16 08 28.08;+08 32 03.6; 5.69; 1.575
   79033; 79098;16 08 43.73;-23 41 07.3; 5.86; 0.020
   79036; 79101;16 08 46.20;+44 56 05.3; 4.23;-0.045
   79054; 79119;16 08 58.33;+36 29 24.4; 4.73; 1.015
   79055; 79120;16 08 58.90;+03 27 16.0; 5.93; 1.471
   79072; 79137;16 09 11.06;+06 22 49.8; 5.93; 0.988
   79088; 79153;16 09 18.56;-57 56 03.0; 5.57;-0.024
   79130; 79195;16 09 50.53;-03 28 00.2; 5.39; 1.446
   79134; 79199;16 09 52.61;-33 32 44.5; 5.50;-0.075
   79215; 79280;16 10 49.53;+75 52 39.1; 5.48;-0.093
   79237; 79302;16 11 02.13;-29 24 57.6; 5.09; 1.131
   79255; 79320;16 11 17.77;-41 07 10.2; 5.86; 0.273
   79284; 79349;16 11 38.05;+23 29 41.4; 5.74; 1.519
   79292; 79357;16 11 47.60;+42 22 28.2; 5.89; 1.464
   79293; 79358;16 11 48.06;+36 25 30.6; 5.62; 1.352
   79309; 79374;16 11 59.74;-19 27 38.3; 4.00; 0.076
   79310; 79375;16 12 00.00;-10 03 51.1; 4.93; 0.087
   79322; 79387;16 12 07.29;-08 32 51.3; 5.43; 0.118
   79334; 79399;16 12 16.05;-28 25 01.9; 5.67; 0.012
   79339; 79404;16 12 18.21;-27 55 34.7; 4.58;-0.172
   79423; 79488;16 13 15.41;+05 01 16.0; 5.46; 1.472
   79432; 79497;16 13 22.80;-55 32 27.0; 5.78; 0.365
   79445; 79509;16 13 28.73;-54 37 49.5; 4.95; 1.017
   79475; 79540;16 13 50.91;-11 50 15.8; 5.24; 1.394
   79528; 79593;16 14 20.77;-03 41 38.3; 2.73; 1.584
   79531; 79596;16 14 22.37;-33 00 39.8; 5.91; 1.021
   79542; 79607;16 14 41.04;+33 51 31.8; 5.23; 0.599
   79588; 79653;16 15 15.35;-47 22 18.9; 5.13;-0.114
   79599; 79664;16 15 26.27;-63 41 08.3; 3.86; 1.105
   79601; 79666;16 15 28.68;+18 48 29.9; 5.72; 1.126
   79607; 79672;16 15 37.13;-08 22 05.7; 5.49; 0.652
   79624; 79689;16 15 49.81;-57 54 44.0; 5.61; 0.137
   79689; 79754;16 16 43.27;-53 48 40.0; 5.45; 1.696
   79693; 79757;16 16 44.77;+29 09 01.1; 5.80; 0.063
   79725; 79790;16 17 00.94;-50 04 05.2; 4.97; 0.788
   79732; 79797;16 17 05.48;-67 56 27.9; 5.95; 0.159
   79739; 79804;16 17 15.34;+59 45 17.9; 5.37; 1.551
   79757; 79822;16 17 30.50;+75 45 16.9; 4.95; 0.393
   79816; 79881;16 18 17.92;-28 36 49.6; 4.80; 0.008
   79817; 79882;16 18 19.24;-04 41 33.4; 3.23; 0.966
   79873; 79938;16 19 00.43;-14 52 22.2; 5.97; 1.475
   79888; 79953;16 19 11.23;+49 02 17.1; 5.93; 1.369
   79898; 79963;16 19 17.64;-42 40 26.2; 5.44; 0.099
   79915; 79980;16 19 32.68;-30 54 24.4; 5.53; 0.466
   79927; 79992;16 19 44.45;+46 18 47.8; 3.91;-0.151
   79936; 80000;16 19 50.57;-50 09 19.4; 4.01; 1.080
   79943; 80008;16 19 55.24;+39 42 30.9; 5.48; 0.410
   79982; 80047;16 20 20.84;-78 41 44.4; 4.68; 1.680
   79989; 80054;16 20 25.23;-55 08 22.8; 5.76; 0.970
   79992; 80057;16 20 26.86;-78 40 02.7; 5.27; 1.413
   80014; 80079;16 20 38.18;-24 10 09.4; 4.55; 0.758
   80047; 80112;16 21 11.32;-25 35 33.9; 2.90; 0.299
   80096; 80161;16 21 48.74;+69 06 33.9; 5.26; 1.115
   80105; 80170;16 21 55.24;+19 09 10.9; 3.74; 0.299
   80115; 80179;16 22 04.44;+01 01 44.1; 4.82; 0.338
   80116; 80181;16 22 05.89;+30 53 30.2; 4.86; 0.970
   80132; 80197;16 22 21.42;+33 47 56.9; 5.20; 1.631
   80143; 80208;16 22 28.01;-49 34 20.2; 5.32;-0.047
   80147; 80212;16 22 29.07;-43 54 43.3; 5.89; 1.121
   80150; 80214;16 22 29.22;+33 42 12.1; 5.40; 1.523
   80246; 80309;16 23 47.19;+61 41 47.0; 5.67; 0.956
   80266; 80331;16 23 59.51;+61 30 50.7; 2.73; 0.910
   80272; 80337;16 24 01.24;-39 11 34.8; 5.37; 0.625
   80278; 80343;16 24 06.20;-20 02 14.0; 4.48; 0.996
   80286; 80351;16 24 10.83;+06 56 53.4; 5.83; 0.018
   80310; 80375;16 24 25.33;+55 12 18.2; 5.75; 0.001
   80325; 80390;16 24 31.77;-37 33 57.5; 5.42;-0.104
   80334; 80399;16 24 39.73;-29 42 16.1; 5.40; 0.625
   80394; 80460;16 25 24.17;+37 23 38.7; 5.53; 0.174
   80398; 80463;16 25 24.93;+14 02 00.3; 4.57; 0.002
   80409; 80473;16 25 35.12;-23 26 49.6; 4.57; 0.227
   80415; 80480;16 25 43.53;+78 57 49.0; 5.55; 0.249
   80504; 80569;16 27 01.44;-18 27 22.3; 4.22; 0.217
   80517; 80582;16 27 11.05;-47 33 17.0; 4.46;-0.070
   80555; 80620;16 27 43.46;-07 35 51.2; 5.24; 1.721
   80563; 80628;16 27 48.23;-08 22 18.1; 4.62; 0.185
   80581; 80645;16 27 57.27;-64 03 28.8; 5.28; 0.383
   80585; 80650;16 27 59.05;+68 46 05.0; 4.94;-0.051
   80607; 80672;16 28 14.46;-37 10 47.3; 5.79; 1.104
   80610; 80675;16 28 15.18;-58 35 59.0; 5.67; 0.008
   80621; 80686;16 28 27.80;-70 05 04.8; 4.90; 0.555
   80628; 80693;16 28 33.98;+00 39 54.6; 5.41; 1.461
   80639; 80704;16 28 38.52;+41 52 54.1; 4.83; 1.289
   80698; 80763;16 29 24.47;-26 25 55.0; 1.06; 1.865
   80717; 80782;16 29 42.33;-46 14 35.6; 5.35; 0.488
   80728; 80793;16 29 46.90;-14 33 03.2; 5.66; 0.823
